song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1z9tECYvYsvautkr8G2XDK,0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7E-05,0.43,0.508,109.675,audio_features,1z9tECYvYsvautkr8G2XDK,spotify:track:1z9tECYvYsvautkr8G2XDK,https://api.spotify.com/v1/tracks/1z9tECYvYsvautkr8G2XDK,https://api.spotify.com/v1/audio-analysis/1z9tECYvYsvautkr8G2XDK,220538,4
3xRzUblYGZhVs52fMjii7R,0.543,0.696,7,-4.572,1,0.0426,0.601,0.215,0.384,0.849,92.15,audio_features,3xRzUblYGZhVs52fMjii7R,spotify:track:3xRzUblYGZhVs52fMjii7R,https://api.spotify.com/v1/tracks/3xRzUblYGZhVs52fMjii7R,https://api.spotify.com/v1/audio-analysis/3xRzUblYGZhVs52fMjii7R,253747,4
0t3BGP2os4LjXL9TVQn6O0,0.506,0.329,7,-13.313,1,0.064,0.261,0.158,0.0682,0.503,200.133,audio_features,0t3BGP2os4LjXL9TVQn6O0,spotify:track:0t3BGP2os4LjXL9TVQn6O0,https://api.spotify.com/v1/tracks/0t3BGP2os4LjXL9TVQn6O0,https://api.spotify.com/v1/audio-analysis/0t3BGP2os4LjXL9TVQn6O0,236663,3
6YQUuoMnRIMaOmouYoMfQr,0.552,0.804,8,-4.299,1,0.0303,0.00598,0,0.111,0.714,95.98,audio_features,6YQUuoMnRIMaOmouYoMfQr,spotify:track:6YQUuoMnRIMaOmouYoMfQr,https://api.spotify.com/v1/tracks/6YQUuoMnRIMaOmouYoMfQr,https://api.spotify.com/v1/audio-analysis/6YQUuoMnRIMaOmouYoMfQr,199413,4
59oXRNRnmmTbwgkZkV7l4g,0.337,0.809,0,-2.969,0,0.0327,0.00738,0.000272,0.319,0.319,145.879,audio_features,59oXRNRnmmTbwgkZkV7l4g,spotify:track:59oXRNRnmmTbwgkZkV7l4g,https://api.spotify.com/v1/tracks/59oXRNRnmmTbwgkZkV7l4g,https://api.spotify.com/v1/audio-analysis/59oXRNRnmmTbwgkZkV7l4g,258200,4
7HFgnF1oPMzkCqEMBOA2yI,0.445,0.773,2,-7.227,1,0.0441,0.00539,0.153,0.131,0.313,191.966,audio_features,7HFgnF1oPMzkCqEMBOA2yI,spotify:track:7HFgnF1oPMzkCqEMBOA2yI,https://api.spotify.com/v1/tracks/7HFgnF1oPMzkCqEMBOA2yI,https://api.spotify.com/v1/audio-analysis/7HFgnF1oPMzkCqEMBOA2yI,265096,4
37BUkaNK1CO2Bhiazr664V,0.392,0.669,3,-5.445,1,0.031,0.019,6.59E-06,0.0534,0.512,160.014,audio_features,37BUkaNK1CO2Bhiazr664V,spotify:track:37BUkaNK1CO2Bhiazr664V,https://api.spotify.com/v1/tracks/37BUkaNK1CO2Bhiazr664V,https://api.spotify.com/v1/audio-analysis/37BUkaNK1CO2Bhiazr664V,259030,3
40Uq8mjn19gIAtHIG6ERZ6,0.603,0.842,9,-4.677,0,0.0388,0.124,1.58E-06,0.56,0.384,90.035,audio_features,40Uq8mjn19gIAtHIG6ERZ6,spotify:track:40Uq8mjn19gIAtHIG6ERZ6,https://api.spotify.com/v1/tracks/40Uq8mjn19gIAtHIG6ERZ6,https://api.spotify.com/v1/audio-analysis/40Uq8mjn19gIAtHIG6ERZ6,219200,4
3UlvUnyiwwQFXTOpt0DlIU,0.374,0.976,9,-5.347,1,0.206,0.0123,0.00603,0.0512,0.144,99.934,audio_features,3UlvUnyiwwQFXTOpt0DlIU,spotify:track:3UlvUnyiwwQFXTOpt0DlIU,https://api.spotify.com/v1/tracks/3UlvUnyiwwQFXTOpt0DlIU,https://api.spotify.com/v1/audio-analysis/3UlvUnyiwwQFXTOpt0DlIU,224444,4
4Me2Cf0Pp3OF518iN201oO,0.455,0.753,6,-5.519,0,0.0439,0.0629,7.01E-06,0.119,0.267,126.286,audio_features,4Me2Cf0Pp3OF518iN201oO,spotify:track:4Me2Cf0Pp3OF518iN201oO,https://api.spotify.com/v1/tracks/4Me2Cf0Pp3OF518iN201oO,https://api.spotify.com/v1/audio-analysis/4Me2Cf0Pp3OF518iN201oO,262013,4
3NyovXfcpc8PDWWKH7xEDs,0.568,0.961,9,-2.182,1,0.065,0.00428,0,0.138,0.924,148.126,audio_features,3NyovXfcpc8PDWWKH7xEDs,spotify:track:3NyovXfcpc8PDWWKH7xEDs,https://api.spotify.com/v1/tracks/3NyovXfcpc8PDWWKH7xEDs,https://api.spotify.com/v1/audio-analysis/3NyovXfcpc8PDWWKH7xEDs,195173,4
5EhLJxspK9SAIjUJfKQA6m,0.62,0.768,8,-5.681,0,0.103,0.0328,0.0599,0.225,0.748,172.09,audio_features,5EhLJxspK9SAIjUJfKQA6m,spotify:track:5EhLJxspK9SAIjUJfKQA6m,https://api.spotify.com/v1/tracks/5EhLJxspK9SAIjUJfKQA6m,https://api.spotify.com/v1/audio-analysis/5EhLJxspK9SAIjUJfKQA6m,209653,4
75vYT7rkUS3AizWDYChNAK,0.548,0.837,2,-6.045,1,0.0431,0.00601,9.6E-05,0.32,0.369,118.034,audio_features,75vYT7rkUS3AizWDYChNAK,spotify:track:75vYT7rkUS3AizWDYChNAK,https://api.spotify.com/v1/tracks/75vYT7rkUS3AizWDYChNAK,https://api.spotify.com/v1/audio-analysis/75vYT7rkUS3AizWDYChNAK,231275,4
3S4pvBVfCMaUQlP8OGxuGD,0.672,0.839,2,-6.196,1,0.0275,0.149,0,0.335,0.74,111.007,audio_features,3S4pvBVfCMaUQlP8OGxuGD,spotify:track:3S4pvBVfCMaUQlP8OGxuGD,https://api.spotify.com/v1/tracks/3S4pvBVfCMaUQlP8OGxuGD,https://api.spotify.com/v1/audio-analysis/3S4pvBVfCMaUQlP8OGxuGD,187424,4
0taM1mwoUfIQrrz3YRJQuM,0.586,0.841,9,-4.095,1,0.0735,0.0148,0,0.522,0.55,102.115,audio_features,0taM1mwoUfIQrrz3YRJQuM,spotify:track:0taM1mwoUfIQrrz3YRJQuM,https://api.spotify.com/v1/tracks/0taM1mwoUfIQrrz3YRJQuM,https://api.spotify.com/v1/audio-analysis/0taM1mwoUfIQrrz3YRJQuM,165566,4
6oFJG4e0ixxwQDdPu7bDPt,0.426,0.664,0,-3.501,1,0.0284,3.68E-05,0.00033,0.18,0.333,157.992,audio_features,6oFJG4e0ixxwQDdPu7bDPt,spotify:track:6oFJG4e0ixxwQDdPu7bDPt,https://api.spotify.com/v1/tracks/6oFJG4e0ixxwQDdPu7bDPt,https://api.spotify.com/v1/audio-analysis/6oFJG4e0ixxwQDdPu7bDPt,201921,4
47HzIZTqyoSiL8J8n2frZk,0.67,0.681,10,-5.236,1,0.0314,5.28E-05,2.07E-06,0.108,0.886,107.056,audio_features,47HzIZTqyoSiL8J8n2frZk,spotify:track:47HzIZTqyoSiL8J8n2frZk,https://api.spotify.com/v1/tracks/47HzIZTqyoSiL8J8n2frZk,https://api.spotify.com/v1/audio-analysis/47HzIZTqyoSiL8J8n2frZk,173816,4
5G2nuYsTavenm3V1uTo7fQ,0.396,0.962,9,-4.429,0,0.0703,0.0251,0.0555,0.306,0.363,136.971,audio_features,5G2nuYsTavenm3V1uTo7fQ,spotify:track:5G2nuYsTavenm3V1uTo7fQ,https://api.spotify.com/v1/tracks/5G2nuYsTavenm3V1uTo7fQ,https://api.spotify.com/v1/audio-analysis/5G2nuYsTavenm3V1uTo7fQ,320787,4
6iIgaicjGuLqynkT6rf7p0,0.535,0.726,4,-8.138,0,0.148,0.000721,0.00783,0.109,0.605,125.167,audio_features,6iIgaicjGuLqynkT6rf7p0,spotify:track:6iIgaicjGuLqynkT6rf7p0,https://api.spotify.com/v1/tracks/6iIgaicjGuLqynkT6rf7p0,https://api.spotify.com/v1/audio-analysis/6iIgaicjGuLqynkT6rf7p0,251467,4
6tInq1Sn2eehdsQGA9Aafh,0.281,0.929,9,-7.639,1,0.11,0.00148,0.00708,0.373,0.636,178.029,audio_features,6tInq1Sn2eehdsQGA9Aafh,spotify:track:6tInq1Sn2eehdsQGA9Aafh,https://api.spotify.com/v1/tracks/6tInq1Sn2eehdsQGA9Aafh,https://api.spotify.com/v1/audio-analysis/6tInq1Sn2eehdsQGA9Aafh,222653,3
67YPjbcxUypwNOwYBZquq1,0.593,0.697,7,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170,audio_features,67YPjbcxUypwNOwYBZquq1,spotify:track:67YPjbcxUypwNOwYBZquq1,https://api.spotify.com/v1/tracks/67YPjbcxUypwNOwYBZquq1,https://api.spotify.com/v1/audio-analysis/67YPjbcxUypwNOwYBZquq1,230960,4
58Xf9pv08HhsBdLshzIYAQ,0.659,0.65,8,-7.37,1,0.0242,0.0507,6.78E-05,0.082,0.484,90.065,audio_features,58Xf9pv08HhsBdLshzIYAQ,spotify:track:58Xf9pv08HhsBdLshzIYAQ,https://api.spotify.com/v1/tracks/58Xf9pv08HhsBdLshzIYAQ,https://api.spotify.com/v1/audio-analysis/58Xf9pv08HhsBdLshzIYAQ,193039,4
247kHAmvz2M4RcoYFTSUYU,0.509,0.933,4,-5.633,0,0.099,0.00203,0.000138,0.196,0.374,130.005,audio_features,247kHAmvz2M4RcoYFTSUYU,spotify:track:247kHAmvz2M4RcoYFTSUYU,https://api.spotify.com/v1/tracks/247kHAmvz2M4RcoYFTSUYU,https://api.spotify.com/v1/audio-analysis/247kHAmvz2M4RcoYFTSUYU,288630,4
6CCkq87g6MxHZ5uCYCqdk1,0.31,0.858,0,-3.198,0,0.0367,0.000196,0.00392,0.334,0.247,144.652,audio_features,6CCkq87g6MxHZ5uCYCqdk1,spotify:track:6CCkq87g6MxHZ5uCYCqdk1,https://api.spotify.com/v1/tracks/6CCkq87g6MxHZ5uCYCqdk1,https://api.spotify.com/v1/audio-analysis/6CCkq87g6MxHZ5uCYCqdk1,284787,4
2sHPKFtVy4Etpumo9Z9psd,0.568,0.916,6,-5.327,1,0.0943,0.115,0.000464,0.0779,0.52,129.981,audio_features,2sHPKFtVy4Etpumo9Z9psd,spotify:track:2sHPKFtVy4Etpumo9Z9psd,https://api.spotify.com/v1/tracks/2sHPKFtVy4Etpumo9Z9psd,https://api.spotify.com/v1/audio-analysis/2sHPKFtVy4Etpumo9Z9psd,238148,4
7DFkmxKwpnlqbq6dbPFuMH,0.672,0.948,4,-3.813,0,0.0708,0.0235,3.43E-05,0.0461,0.7,115.021,audio_features,7DFkmxKwpnlqbq6dbPFuMH,spotify:track:7DFkmxKwpnlqbq6dbPFuMH,https://api.spotify.com/v1/tracks/7DFkmxKwpnlqbq6dbPFuMH,https://api.spotify.com/v1/audio-analysis/7DFkmxKwpnlqbq6dbPFuMH,218867,4
4UAXKG4UIXs4LGCioIxRox,0.387,0.649,3,-7.603,1,0.109,0.0738,0.00347,0.189,0.409,84.973,audio_features,4UAXKG4UIXs4LGCioIxRox,spotify:track:4UAXKG4UIXs4LGCioIxRox,https://api.spotify.com/v1/tracks/4UAXKG4UIXs4LGCioIxRox,https://api.spotify.com/v1/audio-analysis/4UAXKG4UIXs4LGCioIxRox,302449,4
7vNlyHGvF1UPwIGjQBoVFG,0.681,0.496,0,-7.916,0,0.031,0.0567,0.337,0.126,0.272,134.953,audio_features,7vNlyHGvF1UPwIGjQBoVFG,spotify:track:7vNlyHGvF1UPwIGjQBoVFG,https://api.spotify.com/v1/tracks/7vNlyHGvF1UPwIGjQBoVFG,https://api.spotify.com/v1/audio-analysis/7vNlyHGvF1UPwIGjQBoVFG,285068,4
13gax9oQUwc13mshdh7C2j,0.365,0.778,5,-6.117,0,0.039,6.42E-05,1.35E-06,0.299,0.712,73.93,audio_features,13gax9oQUwc13mshdh7C2j,spotify:track:13gax9oQUwc13mshdh7C2j,https://api.spotify.com/v1/tracks/13gax9oQUwc13mshdh7C2j,https://api.spotify.com/v1/audio-analysis/13gax9oQUwc13mshdh7C2j,199787,4
5l74gBFPuMkN1KcoLMP1Zk,0.326,0.677,9,-5.449,1,0.116,0.0109,0.00281,0.385,0.586,184.8,audio_features,5l74gBFPuMkN1KcoLMP1Zk,spotify:track:5l74gBFPuMkN1KcoLMP1Zk,https://api.spotify.com/v1/tracks/5l74gBFPuMkN1KcoLMP1Zk,https://api.spotify.com/v1/audio-analysis/5l74gBFPuMkN1KcoLMP1Zk,180324,4
7nUBKIFijTXrZuq0k2nsgZ,0.601,0.843,9,-4.674,1,0.0446,0.133,1.75E-06,0.613,0.403,114.829,audio_features,7nUBKIFijTXrZuq0k2nsgZ,spotify:track:7nUBKIFijTXrZuq0k2nsgZ,https://api.spotify.com/v1/tracks/7nUBKIFijTXrZuq0k2nsgZ,https://api.spotify.com/v1/audio-analysis/7nUBKIFijTXrZuq0k2nsgZ,197104,4
2lYTIEA8KJQWysrhXDogcD,0.401,0.591,2,-4.65,1,0.0299,0.00252,0.00278,0.313,0.691,82.132,audio_features,2lYTIEA8KJQWysrhXDogcD,spotify:track:2lYTIEA8KJQWysrhXDogcD,https://api.spotify.com/v1/tracks/2lYTIEA8KJQWysrhXDogcD,https://api.spotify.com/v1/audio-analysis/2lYTIEA8KJQWysrhXDogcD,164645,4
11FvComd16zZX61DrlP3o1,0.391,0.8,2,-2.761,1,0.0523,0.00977,3.08E-06,0.329,0.398,83.81,audio_features,11FvComd16zZX61DrlP3o1,spotify:track:11FvComd16zZX61DrlP3o1,https://api.spotify.com/v1/tracks/11FvComd16zZX61DrlP3o1,https://api.spotify.com/v1/audio-analysis/11FvComd16zZX61DrlP3o1,210851,4
5QFkPcL67mTKEfWkboqAzq,0.541,0.333,8,-11.095,1,0.0357,0.424,0.026,0.0942,0.206,118.256,audio_features,5QFkPcL67mTKEfWkboqAzq,spotify:track:5QFkPcL67mTKEfWkboqAzq,https://api.spotify.com/v1/tracks/5QFkPcL67mTKEfWkboqAzq,https://api.spotify.com/v1/audio-analysis/5QFkPcL67mTKEfWkboqAzq,243167,4
22OYLngvFWsKsAbJp8TO3H,0.639,0.699,9,-6.736,1,0.0303,0.0197,0,0.0726,0.96,150.007,audio_features,22OYLngvFWsKsAbJp8TO3H,spotify:track:22OYLngvFWsKsAbJp8TO3H,https://api.spotify.com/v1/tracks/22OYLngvFWsKsAbJp8TO3H,https://api.spotify.com/v1/audio-analysis/22OYLngvFWsKsAbJp8TO3H,196600,4
0dApI39mMqaXSbSsq4J7kI,0.464,0.839,0,-3.558,1,0.0388,0.117,8.63E-05,0.085,0.221,168.135,audio_features,0dApI39mMqaXSbSsq4J7kI,spotify:track:0dApI39mMqaXSbSsq4J7kI,https://api.spotify.com/v1/tracks/0dApI39mMqaXSbSsq4J7kI,https://api.spotify.com/v1/audio-analysis/0dApI39mMqaXSbSsq4J7kI,205045,4
5aTUQ6mdI4AOm7gH1aBpdq,0.542,0.963,7,-4.635,1,0.0381,0.000292,0.000688,0.0567,0.929,135.028,audio_features,5aTUQ6mdI4AOm7gH1aBpdq,spotify:track:5aTUQ6mdI4AOm7gH1aBpdq,https://api.spotify.com/v1/tracks/5aTUQ6mdI4AOm7gH1aBpdq,https://api.spotify.com/v1/audio-analysis/5aTUQ6mdI4AOm7gH1aBpdq,204333,4
3bGWIrId9JXQYZZZzJIa0H,0.508,0.903,9,-4.91,0,0.0442,0.00133,7.88E-06,0.116,0.689,141.987,audio_features,3bGWIrId9JXQYZZZzJIa0H,spotify:track:3bGWIrId9JXQYZZZzJIa0H,https://api.spotify.com/v1/tracks/3bGWIrId9JXQYZZZzJIa0H,https://api.spotify.com/v1/audio-analysis/3bGWIrId9JXQYZZZzJIa0H,229453,4
3qzp4hb3YaRIkezSceqpRR,0.554,0.667,7,-9.343,1,0.0439,0.0632,1.43E-05,0.0686,0.281,100.017,audio_features,3qzp4hb3YaRIkezSceqpRR,spotify:track:3qzp4hb3YaRIkezSceqpRR,https://api.spotify.com/v1/tracks/3qzp4hb3YaRIkezSceqpRR,https://api.spotify.com/v1/audio-analysis/3qzp4hb3YaRIkezSceqpRR,217633,4
7x7WyzZjrXd1oruLCcTnhw,0.633,0.925,5,-4.767,0,0.0976,0.017,0.000149,0.0889,0.472,117.049,audio_features,7x7WyzZjrXd1oruLCcTnhw,spotify:track:7x7WyzZjrXd1oruLCcTnhw,https://api.spotify.com/v1/tracks/7x7WyzZjrXd1oruLCcTnhw,https://api.spotify.com/v1/audio-analysis/7x7WyzZjrXd1oruLCcTnhw,179447,4
40OKAxQQiFRiPeGnbeCFOc,0.682,0.764,2,-5.946,0,0.0383,0.0752,0,0.153,0.535,95.981,audio_features,40OKAxQQiFRiPeGnbeCFOc,spotify:track:40OKAxQQiFRiPeGnbeCFOc,https://api.spotify.com/v1/tracks/40OKAxQQiFRiPeGnbeCFOc,https://api.spotify.com/v1/audio-analysis/40OKAxQQiFRiPeGnbeCFOc,203027,4
2CR3rZKwLWNMXDLooqpFHV,0.5,0.55,5,-8.447,1,0.0286,0.189,0.0921,0.0999,0.522,76.04,audio_features,2CR3rZKwLWNMXDLooqpFHV,spotify:track:2CR3rZKwLWNMXDLooqpFHV,https://api.spotify.com/v1/tracks/2CR3rZKwLWNMXDLooqpFHV,https://api.spotify.com/v1/audio-analysis/2CR3rZKwLWNMXDLooqpFHV,240667,4
34VxehtpB6VaZ7s0rHOOXb,0.547,0.437,9,-9.977,1,0.0287,0.0153,7.43E-05,0.0732,0.315,79.969,audio_features,34VxehtpB6VaZ7s0rHOOXb,spotify:track:34VxehtpB6VaZ7s0rHOOXb,https://api.spotify.com/v1/tracks/34VxehtpB6VaZ7s0rHOOXb,https://api.spotify.com/v1/audio-analysis/34VxehtpB6VaZ7s0rHOOXb,210944,4
0W4yudHv5OMEMZOXISABU0,0.496,0.97,9,-3.893,0,0.121,0.00377,0,0.258,0.35,136.033,audio_features,0W4yudHv5OMEMZOXISABU0,spotify:track:0W4yudHv5OMEMZOXISABU0,https://api.spotify.com/v1/tracks/0W4yudHv5OMEMZOXISABU0,https://api.spotify.com/v1/audio-analysis/0W4yudHv5OMEMZOXISABU0,215816,4
0rwmKKKzWOj8OwHMgGSPpG,0.431,0.914,1,-4.78,1,0.15,0.0464,0,0.133,0.55,175.152,audio_features,0rwmKKKzWOj8OwHMgGSPpG,spotify:track:0rwmKKKzWOj8OwHMgGSPpG,https://api.spotify.com/v1/tracks/0rwmKKKzWOj8OwHMgGSPpG,https://api.spotify.com/v1/audio-analysis/0rwmKKKzWOj8OwHMgGSPpG,262451,4
2fpDrL2Vpee0JnM6AoUFvl,0.486,0.638,0,-6.231,1,0.0323,0.000921,0,0.078,0.178,144.458,audio_features,2fpDrL2Vpee0JnM6AoUFvl,spotify:track:2fpDrL2Vpee0JnM6AoUFvl,https://api.spotify.com/v1/tracks/2fpDrL2Vpee0JnM6AoUFvl,https://api.spotify.com/v1/audio-analysis/2fpDrL2Vpee0JnM6AoUFvl,199827,4
0zIGtDNnzW9soHdJtdgVV3,0.499,0.536,4,-6.416,1,0.033,0.000905,3.68E-05,0.149,0.166,132.162,audio_features,0zIGtDNnzW9soHdJtdgVV3,spotify:track:0zIGtDNnzW9soHdJtdgVV3,https://api.spotify.com/v1/tracks/0zIGtDNnzW9soHdJtdgVV3,https://api.spotify.com/v1/audio-analysis/0zIGtDNnzW9soHdJtdgVV3,235484,4
09QyGlxA0Ja6D1dGIjl55c,0.333,0.691,6,-5.224,0,0.0428,0.0135,5.75E-05,0.164,0.341,125.204,audio_features,09QyGlxA0Ja6D1dGIjl55c,spotify:track:09QyGlxA0Ja6D1dGIjl55c,https://api.spotify.com/v1/tracks/09QyGlxA0Ja6D1dGIjl55c,https://api.spotify.com/v1/audio-analysis/09QyGlxA0Ja6D1dGIjl55c,165000,4
5f3kkaaHNalTI6cE1uaJtv,0.406,0.738,0,-4.265,1,0.0444,0.0355,5.47E-05,0.0901,0.694,102.669,audio_features,5f3kkaaHNalTI6cE1uaJtv,spotify:track:5f3kkaaHNalTI6cE1uaJtv,https://api.spotify.com/v1/tracks/5f3kkaaHNalTI6cE1uaJtv,https://api.spotify.com/v1/audio-analysis/5f3kkaaHNalTI6cE1uaJtv,212587,4
4wyjvWBoDV8DwtLwNkYZrn,0.26,0.81,7,-9.432,1,0.0532,0.0681,0.531,0.129,0.282,138.612,audio_features,4wyjvWBoDV8DwtLwNkYZrn,spotify:track:4wyjvWBoDV8DwtLwNkYZrn,https://api.spotify.com/v1/tracks/4wyjvWBoDV8DwtLwNkYZrn,https://api.spotify.com/v1/audio-analysis/4wyjvWBoDV8DwtLwNkYZrn,173333,4
3Z1OkDzgv4nnVnnsneowFB,0.509,0.582,10,-7.172,1,0.0333,0.593,0.000811,0.0996,0.552,92.044,audio_features,3Z1OkDzgv4nnVnnsneowFB,spotify:track:3Z1OkDzgv4nnVnnsneowFB,https://api.spotify.com/v1/tracks/3Z1OkDzgv4nnVnnsneowFB,https://api.spotify.com/v1/audio-analysis/3Z1OkDzgv4nnVnnsneowFB,393960,4
419I31ICENchipKMNO1dCQ,0.522,0.739,9,-3.22,1,0.0307,0.0737,0,0.174,0.308,91.047,audio_features,419I31ICENchipKMNO1dCQ,spotify:track:419I31ICENchipKMNO1dCQ,https://api.spotify.com/v1/tracks/419I31ICENchipKMNO1dCQ,https://api.spotify.com/v1/audio-analysis/419I31ICENchipKMNO1dCQ,210093,4
